SalePrice,PriceRange,YearBuilt,YrSold,MonthSold,Size(sqf),Floor,HallwayType,HeatingType,AptManageType,N_Parkinglot(Ground),N_Parkinglot(Basement),TimeToBusStop,TimeToSubway,N_APT,N_manager,N_elevators,SubwayStation,N_FacilitiesNearBy(PublicOffice),N_FacilitiesNearBy(Hospital),N_FacilitiesNearBy(Dpartmentstore),N_FacilitiesNearBy(Mall),N_FacilitiesNearBy(ETC),N_FacilitiesNearBy(Park),N_SchoolNearBy(Elementary),N_SchoolNearBy(Middle),N_SchoolNearBy(High),N_SchoolNearBy(University),N_FacilitiesInApt,N_FacilitiesNearBy(Total),N_SchoolNearBy(Total)
345132,340000-350000,2014,2016,10,914,26,terraced,individual_heating,management_in_trust,90,1174,0~5min,0-5min,10,7,20,Myung-duk,7,1,,,,,,,,,,,
207079,205000-210000,2005,2016,10,572,5,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,,,,,,,,,,,
415929,410000-420000,2014,2016,10,1092,22,terraced,individual_heating,management_in_trust,90,1174,0~5min,0-5min,10,7,20,Myung-duk,7,1,,,,,,,,,,,
292035,290000-300000,2008,2016,10,829,13,terraced,individual_heating,management_in_trust,197,475,5min~10min,0-5min,6,6,14,Sin-nam,3,1,,,,,,,,,,,
318584,310000-320000,2008,2016,10,914,19,terraced,individual_heating,management_in_trust,197,475,5min~10min,0-5min,6,6,14,Sin-nam,3,1,,,,,,,,,,,
272566,270000-280000,2014,2016,10,644,13,terraced,individual_heating,management_in_trust,90,1174,0~5min,0-5min,10,7,20,Myung-duk,7,1,,,,,,,,,,,
171681,168000-185000,1993,2016,10,644,16,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,8,20,Myung-duk,6,2,,,,,,,,,,,
172566,168000-185000,1993,2016,10,644,19,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,8,20,Myung-duk,6,2,,,,,,,,,,,
376106,370000-380000,2007,2016,10,1394,12,terraced,individual_heating,management_in_trust,554,524,0~5min,0-5min,3,5,10,Banwoldang,2,2,,,,,,,,,,,
315044,310000-320000,2014,2016,10,843,9,terraced,individual_heating,management_in_trust,90,1174,0~5min,0-5min,10,7,20,Myung-duk,7,1,,,,,,,,,,,
108849,100000-125000,2014,2016,10,288,13,corridor,individual_heating,management_in_trust,11,108,0~5min,5min~10min,1,3,0,Banwoldang,3,1,,,,,,,,,,,
265486,260000-270000,2005,2016,10,914,21,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,,,,,,,,,,,
276991,270000-280000,2005,2016,10,914,12,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,,,,,,,,,,,
345132,340000-350000,2014,2016,10,914,15,terraced,individual_heating,management_in_trust,90,1174,0~5min,0-5min,10,7,20,Myung-duk,7,1,,,,,,,,,,,
283185,280000-290000,2005,2016,10,914,22,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,,,,,,,,,,,
272566,270000-280000,2005,2016,10,914,12,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,,,,,,,,,,,
264601,260000-270000,2014,2016,10,644,3,terraced,individual_heating,management_in_trust,90,1174,0~5min,0-5min,10,7,20,Myung-duk,7,1,,,,,,,,,,,
349557,340000-350000,2014,2016,10,910,21,terraced,individual_heating,management_in_trust,90,1174,0~5min,0-5min,10,7,20,Myung-duk,7,1,,,,,,,,,,,
383185,380000-390000,2008,2016,10,1167,18,terraced,individual_heating,management_in_trust,197,475,5min~10min,0-5min,6,6,14,Sin-nam,3,1,,,,,,,,,,,
172566,168000-185000,1993,2016,10,644,3,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,8,20,Myung-duk,6,2,,,,,,,,,,,
107079,100000-125000,2014,2016,10,288,10,corridor,individual_heating,management_in_trust,11,108,0~5min,5min~10min,1,3,0,Banwoldang,3,1,,,,,,,,,,,
212389,210000-220000,1993,2016,10,914,10,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,8,20,Myung-duk,6,2,,,,,,,,,,,
358407,350000-360000,2014,2016,10,914,19,terraced,individual_heating,management_in_trust,467,203,0~5min,0-5min,5,5,12,Banwoldang,0,0,,,,,,,,,,,
326548,320000-330000,2008,2016,10,914,8,terraced,individual_heating,management_in_trust,197,475,5min~10min,0-5min,6,6,14,Sin-nam,3,1,,,,,,,,,,,
436283,430000-440000,2007,2016,10,1387,3,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,14,16,Kyungbuk_uni_hospital,3,1,,,,,,,,,,,
327433,320000-330000,2007,2016,10,868,9,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,14,16,Kyungbuk_uni_hospital,3,1,,,,,,,,,,,
248672,240000-250000,2006,2016,10,903,6,terraced,individual_heating,management_in_trust,123,181,5min~10min,0-5min,3,3,11,Myung-duk,3,1,,,,,,,,,,,
522123,>=480000,2007,2016,10,1928,24,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,14,16,Kyungbuk_uni_hospital,3,1,,,,,,,,,,,
255752,250000-260000,2006,2016,10,903,4,terraced,individual_heating,management_in_trust,123,181,5min~10min,0-5min,3,3,11,Myung-duk,3,1,,,,,,,,,,,
247787,240000-250000,2006,2016,10,903,4,terraced,individual_heating,management_in_trust,123,181,5min~10min,0-5min,3,3,11,Myung-duk,3,1,,,,,,,,,,,
429203,420000-430000,2007,2016,10,1387,4,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,14,16,Kyungbuk_uni_hospital,3,1,,,,,,,,,,,
350442,350000-360000,2007,2016,10,868,13,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,14,16,Kyungbuk_uni_hospital,3,1,,,,,,,,,,,
469026,460000-470000,2007,2016,10,1519,8,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,14,16,Kyungbuk_uni_hospital,3,1,,,,,,,,,,,
272123,270000-280000,1986,2016,10,1131,5,terraced,central_heating,management_in_trust,713,0,0~5min,10min~15min,7,8,27,Kyungbuk_uni_hospital,5,1,,,,,,,,,,,
278761,270000-280000,2015,2016,10,644,13,terraced,individual_heating,management_in_trust,102,400,0~5min,5min~10min,6,5,10,Daegu,3,2,,,,,,,,,,,
223008,220000-230000,1978,2016,10,903,7,corridor,individual_heating,self_management,87,0,0~5min,0-5min,2,1,4,Kyungbuk_uni_hospital,3,2,,,,,,,,,,,
237168,230000-240000,1986,2016,10,914,10,terraced,central_heating,management_in_trust,713,0,0~5min,10min~15min,7,8,27,Kyungbuk_uni_hospital,5,1,,,,,,,,,,,
222123,220000-230000,1978,2016,10,903,12,corridor,individual_heating,self_management,87,0,0~5min,0-5min,2,1,4,Kyungbuk_uni_hospital,3,2,,,,,,,,,,,
331858,330000-340000,2007,2016,10,868,2,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,14,16,Kyungbuk_uni_hospital,3,1,,,,,,,,,,,
212389,210000-220000,1978,2016,10,903,1,corridor,individual_heating,self_management,87,0,0~5min,0-5min,2,1,4,Kyungbuk_uni_hospital,3,2,,,,,,,,,,,
269026,260000-270000,2009,2016,11,910,4,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,,,,,,,,,,,
274336,270000-280000,2009,2016,11,910,2,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,,,,,,,,,,,
282300,280000-290000,2009,2016,11,914,7,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,,,,,,,,,,,
269911,260000-270000,2009,2016,11,910,4,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,,,,,,,,,,,
369026,360000-370000,2013,2016,11,907,10,terraced,individual_heating,management_in_trust,8,930,0~5min,0-5min,7,6,14,Kyungbuk_uni_hospital,5,1,,,,,,,,,,,
371681,370000-380000,2013,2016,11,910,12,terraced,individual_heating,management_in_trust,8,930,0~5min,0-5min,7,6,14,Kyungbuk_uni_hospital,5,1,,,,,,,,,,,
352212,350000-360000,2013,2016,11,910,4,terraced,individual_heating,management_in_trust,8,930,0~5min,0-5min,7,6,14,Kyungbuk_uni_hospital,5,1,,,,,,,,,,,
377876,370000-380000,2013,2016,11,910,9,terraced,individual_heating,management_in_trust,8,930,0~5min,0-5min,7,6,14,Kyungbuk_uni_hospital,5,1,,,,,,,,,,,
353982,350000-360000,2013,2016,11,910,2,terraced,individual_heating,management_in_trust,8,930,0~5min,0-5min,7,6,14,Kyungbuk_uni_hospital,5,1,,,,,,,,,,,
73451,70000-80000,1985,2016,11,498,4,corridor,individual_heating,self_management,80,76,0~5min,5min~10min,1,2,2,Daegu,5,1,,,,,,,,,,,
115044,100000-125000,1985,2016,11,587,5,corridor,individual_heating,self_management,80,76,0~5min,5min~10min,1,2,2,Daegu,5,1,,,,,,,,,,,
60176,60000-70000,2014,2016,11,156,17,corridor,individual_heating,self_management,0,218,10min~15min,5min~10min,1,4,0,no_subway_nearby,4,1,,,,,,,,,,,
455752,450000-460000,2007,2016,11,1690,5,terraced,individual_heating,management_in_trust,7,605,0~5min,0-5min,2,5,5,Banwoldang,4,1,,,,,,,,,,,
394690,390000-400000,2015,2016,11,910,13,terraced,individual_heating,management_in_trust,175,1321,5min~10min,5min~10min,13,8,24,no_subway_nearby,1,1,,,,,,,,,,,
287610,280000-290000,2006,2016,11,818,21,terraced,individual_heating,management_in_trust,249,536,0~5min,0-5min,6,5,11,Sin-nam,1,1,,,,,,,,,,,
289380,280000-290000,2006,2016,11,818,17,terraced,individual_heating,management_in_trust,249,536,0~5min,0-5min,6,5,11,Sin-nam,1,1,,,,,,,,,,,
265486,260000-270000,2006,2016,11,818,3,terraced,individual_heating,management_in_trust,249,536,0~5min,0-5min,6,5,11,Sin-nam,1,1,,,,,,,,,,,
256637,250000-260000,2015,2016,11,644,22,terraced,individual_heating,management_in_trust,175,1321,5min~10min,5min~10min,13,8,24,no_subway_nearby,1,1,,,,,,,,,,,
269911,260000-270000,2015,2016,11,644,8,terraced,individual_heating,management_in_trust,175,1321,5min~10min,5min~10min,13,8,24,no_subway_nearby,1,1,,,,,,,,,,,
453982,450000-460000,2006,2016,11,1743,20,terraced,individual_heating,management_in_trust,249,536,0~5min,0-5min,6,5,11,Sin-nam,1,1,,,,,,,,,,,
291150,290000-300000,2015,2016,11,644,16,terraced,individual_heating,management_in_trust,175,1321,5min~10min,5min~10min,13,8,24,no_subway_nearby,1,1,,,,,,,,,,,
279646,270000-280000,2015,2016,11,644,24,terraced,individual_heating,management_in_trust,175,1321,5min~10min,5min~10min,13,8,24,no_subway_nearby,1,1,,,,,,,,,,,
336283,330000-340000,2014,2016,11,914,10,terraced,individual_heating,management_in_trust,90,1174,0~5min,0-5min,10,7,20,Myung-duk,7,1,,,,,,,,,,,
463716,460000-470000,2014,2016,11,1291,3,terraced,individual_heating,management_in_trust,90,1174,0~5min,0-5min,10,7,20,Myung-duk,7,1,,,,,,,,,,,
252212,250000-260000,2005,2016,11,914,1,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,,,,,,,,,,,
290265,290000-300000,2008,2016,11,829,9,terraced,individual_heating,management_in_trust,197,475,5min~10min,0-5min,6,6,14,Sin-nam,3,1,,,,,,,,,,,
154159,148000-168000,1992,2016,11,644,19,mixed,individual_heating,self_management,142,79,5min~10min,15min~20min,3,4,8,Myung-duk,5,1,,,,,,,,,,,
330973,330000-340000,2014,2016,11,846,17,terraced,individual_heating,management_in_trust,90,1174,0~5min,0-5min,10,7,20,Myung-duk,7,1,,,,,,,,,,,
77876,70000-80000,1992,2016,11,355,13,corridor,individual_heating,management_in_trust,200,0,5min~10min,10min~15min,3,5,10,Myung-duk,7,1,,,,,,,,,,,
183628,168000-185000,1993,2016,11,644,9,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,8,20,Myung-duk,6,2,,,,,,,,,,,
267256,260000-270000,2014,2016,11,640,16,terraced,individual_heating,management_in_trust,90,1174,0~5min,0-5min,10,7,20,Myung-duk,7,1,,,,,,,,,,,
207964,205000-210000,2005,2016,11,572,14,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,,,,,,,,,,,
243362,240000-250000,1993,2016,11,914,24,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,8,20,Myung-duk,6,2,,,,,,,,,,,
85840,80000-100000,1992,2016,11,576,2,corridor,individual_heating,management_in_trust,200,0,5min~10min,10min~15min,3,5,10,Myung-duk,7,1,,,,,,,,,,,
212389,210000-220000,2005,2016,11,572,6,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,,,,,,,,,,,
81415,80000-100000,1992,2016,11,355,7,corridor,individual_heating,management_in_trust,200,0,5min~10min,10min~15min,3,5,10,Myung-duk,7,1,,,,,,,,,,,
314159,310000-320000,2007,2016,11,1103,6,terraced,individual_heating,management_in_trust,554,524,0~5min,0-5min,3,5,10,Banwoldang,2,2,,,,,,,,,,,
231858,230000-240000,1993,2016,11,914,8,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,8,20,Myung-duk,6,2,,,,,,,,,,,
330088,330000-340000,2014,2016,11,907,10,terraced,individual_heating,management_in_trust,90,1174,0~5min,0-5min,10,7,20,Myung-duk,7,1,,,,,,,,,,,
334513,330000-340000,2014,2016,11,910,27,terraced,individual_heating,management_in_trust,90,1174,0~5min,0-5min,10,7,20,Myung-duk,7,1,,,,,,,,,,,
364601,360000-370000,2014,2016,11,914,21,terraced,individual_heating,management_in_trust,467,203,0~5min,0-5min,5,5,12,Banwoldang,0,0,,,,,,,,,,,
161061,148000-168000,1992,2016,11,644,10,mixed,individual_heating,self_management,142,79,5min~10min,15min~20min,3,4,8,Myung-duk,5,1,,,,,,,,,,,
159292,148000-168000,1992,2016,11,644,18,mixed,individual_heating,self_management,142,79,5min~10min,15min~20min,3,4,8,Myung-duk,5,1,,,,,,,,,,,
349557,340000-350000,2014,2016,11,914,14,terraced,individual_heating,management_in_trust,90,1174,0~5min,0-5min,10,7,20,Myung-duk,7,1,,,,,,,,,,,
300884,300000-310000,2014,2016,11,846,1,terraced,individual_heating,management_in_trust,90,1174,0~5min,0-5min,10,7,20,Myung-duk,7,1,,,,,,,,,,,
341150,340000-350000,2014,2016,11,914,29,terraced,individual_heating,management_in_trust,90,1174,0~5min,0-5min,10,7,20,Myung-duk,7,1,,,,,,,,,,,
331415,330000-340000,2008,2016,11,914,19,terraced,individual_heating,management_in_trust,197,475,5min~10min,0-5min,6,6,14,Sin-nam,3,1,,,,,,,,,,,
265486,260000-270000,2014,2016,11,644,19,terraced,individual_heating,management_in_trust,90,1174,0~5min,0-5min,10,7,20,Myung-duk,7,1,,,,,,,,,,,
271681,270000-280000,2005,2016,11,914,11,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,,,,,,,,,,,
324778,320000-330000,2007,2016,11,1103,7,terraced,individual_heating,management_in_trust,554,524,0~5min,0-5min,3,5,10,Banwoldang,2,2,,,,,,,,,,,
272566,270000-280000,2005,2016,11,914,18,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,,,,,,,,,,,
268141,260000-270000,2014,2016,11,644,24,terraced,individual_heating,management_in_trust,90,1174,0~5min,0-5min,10,7,20,Myung-duk,7,1,,,,,,,,,,,
345132,340000-350000,2007,2016,11,868,8,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,14,16,Kyungbuk_uni_hospital,3,1,,,,,,,,,,,
362831,360000-370000,2007,2016,11,868,19,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,14,16,Kyungbuk_uni_hospital,3,1,,,,,,,,,,,
238938,230000-240000,1986,2016,11,914,11,terraced,central_heating,management_in_trust,713,0,0~5min,10min~15min,7,8,27,Kyungbuk_uni_hospital,5,1,,,,,,,,,,,
484955,>=480000,2007,2016,11,1519,18,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,14,16,Kyungbuk_uni_hospital,3,1,,,,,,,,,,,
247787,240000-250000,1986,2016,11,1131,1,terraced,central_heating,management_in_trust,713,0,0~5min,10min~15min,7,8,27,Kyungbuk_uni_hospital,5,1,,,,,,,,,,,
267247,260000-270000,1986,2016,11,1131,5,terraced,central_heating,management_in_trust,713,0,0~5min,10min~15min,7,8,27,Kyungbuk_uni_hospital,5,1,,,,,,,,,,,
128318,125000-148000,1997,2016,12,558,2,mixed,individual_heating,management_in_trust,82,56,5min~10min,15min~20min,1,2,4,Chil-sung-market,7,1,,,,,,,,,,,
295575,290000-300000,2009,2016,12,910,12,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,,,,,,,,,,,
287610,280000-290000,2009,2016,12,910,9,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,,,,,,,,,,,
264601,260000-270000,2013,2016,12,644,9,terraced,individual_heating,management_in_trust,8,930,0~5min,0-5min,7,6,14,Kyungbuk_uni_hospital,5,1,,,,,,,,,,,
311061,310000-320000,2006,2016,12,910,19,terraced,individual_heating,management_in_trust,111,184,5min~10min,10min~15min,3,3,0,Kyungbuk_uni_hospital,2,1,,,,,,,,,,,
134513,125000-148000,1985,2016,12,587,6,corridor,individual_heating,self_management,80,76,0~5min,5min~10min,1,2,2,Daegu,5,1,,,,,,,,,,,
405309,400000-410000,2007,2016,12,1483,22,terraced,individual_heating,management_in_trust,7,605,0~5min,0-5min,2,5,5,Banwoldang,4,1,,,,,,,,,,,
154867,148000-168000,1986,2016,12,910,5,corridor,individual_heating,management_in_trust,100,18,0~5min,5min~10min,1,1,2,Sin-nam,5,1,,,,,,,,,,,
386725,380000-390000,2015,2016,12,910,13,terraced,individual_heating,management_in_trust,175,1321,5min~10min,5min~10min,13,8,24,no_subway_nearby,1,1,,,,,,,,,,,
287610,280000-290000,2015,2016,12,644,21,terraced,individual_heating,management_in_trust,175,1321,5min~10min,5min~10min,13,8,24,no_subway_nearby,1,1,,,,,,,,,,,
287610,280000-290000,2015,2016,12,644,12,terraced,individual_heating,management_in_trust,175,1321,5min~10min,5min~10min,13,8,24,no_subway_nearby,1,1,,,,,,,,,,,
371681,370000-380000,2015,2016,12,910,4,terraced,individual_heating,management_in_trust,175,1321,5min~10min,5min~10min,13,8,24,no_subway_nearby,1,1,,,,,,,,,,,
336283,330000-340000,2015,2016,12,910,13,terraced,individual_heating,management_in_trust,175,1321,5min~10min,5min~10min,13,8,24,no_subway_nearby,1,1,,,,,,,,,,,
329646,320000-330000,2015,2016,12,910,13,terraced,individual_heating,management_in_trust,175,1321,5min~10min,5min~10min,13,8,24,no_subway_nearby,1,1,,,,,,,,,,,
394690,390000-400000,2015,2016,12,910,25,terraced,individual_heating,management_in_trust,175,1321,5min~10min,5min~10min,13,8,24,no_subway_nearby,1,1,,,,,,,,,,,
296460,290000-300000,2015,2016,12,644,34,terraced,individual_heating,management_in_trust,175,1321,5min~10min,5min~10min,13,8,24,no_subway_nearby,1,1,,,,,,,,,,,
330088,330000-340000,2008,2016,12,914,12,terraced,individual_heating,management_in_trust,197,475,5min~10min,0-5min,6,6,14,Sin-nam,3,1,,,,,,,,,,,
137168,125000-148000,1992,2016,12,644,1,mixed,individual_heating,self_management,142,79,5min~10min,15min~20min,3,4,8,Myung-duk,5,1,,,,,,,,,,,
252212,250000-260000,1993,2016,12,914,14,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,8,20,Myung-duk,6,2,,,,,,,,,,,
353982,350000-360000,1993,2016,12,2337,21,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,8,20,Myung-duk,6,2,,,,,,,,,,,
121238,100000-125000,1992,2016,12,576,11,corridor,individual_heating,management_in_trust,200,0,5min~10min,10min~15min,3,5,10,Myung-duk,7,1,,,,,,,,,,,
340707,340000-350000,2014,2016,12,907,17,terraced,individual_heating,management_in_trust,90,1174,0~5min,0-5min,10,7,20,Myung-duk,7,1,,,,,,,,,,,
265486,260000-270000,2014,2016,12,640,16,terraced,individual_heating,management_in_trust,90,1174,0~5min,0-5min,10,7,20,Myung-duk,7,1,,,,,,,,,,,
305309,300000-310000,2007,2016,12,914,29,terraced,individual_heating,management_in_trust,554,524,0~5min,0-5min,3,5,10,Banwoldang,2,2,,,,,,,,,,,
284955,280000-290000,2008,2016,12,829,14,terraced,individual_heating,management_in_trust,197,475,5min~10min,0-5min,6,6,14,Sin-nam,3,1,,,,,,,,,,,
193805,185000-195000,2005,2016,12,572,19,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,,,,,,,,,,,
366371,360000-370000,2014,2016,12,914,18,terraced,individual_heating,management_in_trust,467,203,0~5min,0-5min,5,5,12,Banwoldang,0,0,,,,,,,,,,,
371681,370000-380000,2014,2016,12,914,19,terraced,individual_heating,management_in_trust,467,203,0~5min,0-5min,5,5,12,Banwoldang,0,0,,,,,,,,,,,
409734,400000-410000,2007,2016,12,1366,13,terraced,individual_heating,management_in_trust,554,524,0~5min,0-5min,3,5,10,Banwoldang,2,2,,,,,,,,,,,
262831,260000-270000,2005,2016,12,914,2,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,,,,,,,,,,,
265486,260000-270000,2014,2016,12,640,11,terraced,individual_heating,management_in_trust,90,1174,0~5min,0-5min,10,7,20,Myung-duk,7,1,,,,,,,,,,,
84070,80000-100000,2014,2016,12,273,16,corridor,individual_heating,management_in_trust,11,108,0~5min,5min~10min,1,3,0,Banwoldang,3,1,,,,,,,,,,,
340707,340000-350000,2014,2016,12,914,4,terraced,individual_heating,management_in_trust,467,203,0~5min,0-5min,5,5,12,Banwoldang,0,0,,,,,,,,,,,
268141,260000-270000,2014,2016,12,640,11,terraced,individual_heating,management_in_trust,90,1174,0~5min,0-5min,10,7,20,Myung-duk,7,1,,,,,,,,,,,
338938,330000-340000,2007,2016,12,868,8,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,14,16,Kyungbuk_uni_hospital,3,1,,,,,,,,,,,
495575,>=480000,2007,2016,12,1643,31,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,14,16,Kyungbuk_uni_hospital,3,1,,,,,,,,,,,
526548,>=480000,2007,2016,12,1643,36,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,14,16,Kyungbuk_uni_hospital,3,1,,,,,,,,,,,
283185,280000-290000,2006,2016,12,903,8,terraced,individual_heating,management_in_trust,123,181,5min~10min,0-5min,3,3,11,Myung-duk,3,1,,,,,,,,,,,
336283,330000-340000,2007,2016,12,868,10,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,14,16,Kyungbuk_uni_hospital,3,1,,,,,,,,,,,
212389,210000-220000,1978,2016,12,903,2,corridor,individual_heating,self_management,87,0,0~5min,0-5min,2,1,4,Kyungbuk_uni_hospital,3,2,,,,,,,,,,,
196460,195000-205000,1978,2016,12,779,1,corridor,individual_heating,self_management,87,0,0~5min,0-5min,2,1,4,Kyungbuk_uni_hospital,3,2,,,,,,,,,,,
460176,460000-470000,2007,2016,12,1387,23,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,14,16,Kyungbuk_uni_hospital,3,1,,,,,,,,,,,
265486,260000-270000,2013,2017,1,644,18,terraced,individual_heating,management_in_trust,8,930,0~5min,0-5min,7,6,14,Kyungbuk_uni_hospital,5,1,,,,,,,,,,,
247787,240000-250000,2006,2017,1,811,7,terraced,individual_heating,management_in_trust,111,184,5min~10min,10min~15min,3,3,0,Kyungbuk_uni_hospital,2,1,,,,,,,,,,,
469026,460000-470000,2006,2017,1,2056,2,terraced,individual_heating,management_in_trust,249,536,0~5min,0-5min,6,5,11,Sin-nam,1,1,,,,,,,,,,,
284955,280000-290000,2006,2017,1,818,20,terraced,individual_heating,management_in_trust,249,536,0~5min,0-5min,6,5,11,Sin-nam,1,1,,,,,,,,,,,
317699,310000-320000,2015,2017,1,910,11,terraced,individual_heating,management_in_trust,175,1321,5min~10min,5min~10min,13,8,24,no_subway_nearby,1,1,,,,,,,,,,,
318584,310000-320000,2006,2017,1,914,20,terraced,individual_heating,management_in_trust,249,536,0~5min,0-5min,6,5,11,Sin-nam,1,1,,,,,,,,,,,
212389,210000-220000,1992,2017,1,914,16,mixed,individual_heating,self_management,142,79,5min~10min,15min~20min,3,4,8,Myung-duk,5,1,,,,,,,,,,,
119469,100000-125000,1992,2017,1,640,15,corridor,individual_heating,management_in_trust,200,0,5min~10min,10min~15min,3,5,10,Myung-duk,7,1,,,,,,,,,,,
292035,290000-300000,2008,2017,1,829,12,terraced,individual_heating,management_in_trust,197,475,5min~10min,0-5min,6,6,14,Sin-nam,3,1,,,,,,,,,,,
263716,260000-270000,2014,2017,1,644,28,terraced,individual_heating,management_in_trust,90,1174,0~5min,0-5min,10,7,20,Myung-duk,7,1,,,,,,,,,,,
121238,100000-125000,1992,2017,1,576,11,corridor,individual_heating,management_in_trust,200,0,5min~10min,10min~15min,3,5,10,Myung-duk,7,1,,,,,,,,,,,
185840,185000-195000,1992,2017,1,914,5,mixed,individual_heating,self_management,142,79,5min~10min,15min~20min,3,4,8,Myung-duk,5,1,,,,,,,,,,,
105309,100000-125000,2014,2017,1,288,8,corridor,individual_heating,management_in_trust,11,108,0~5min,5min~10min,1,3,0,Banwoldang,3,1,,,,,,,,,,,
202654,195000-205000,2005,2017,1,572,6,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,,,,,,,,,,,
154867,148000-168000,1992,2017,1,644,7,mixed,individual_heating,self_management,142,79,5min~10min,15min~20min,3,4,8,Myung-duk,5,1,,,,,,,,,,,
362566,360000-370000,2014,2017,1,914,29,terraced,individual_heating,management_in_trust,467,203,0~5min,0-5min,5,5,12,Banwoldang,0,0,,,,,,,,,,,
320353,320000-330000,2005,2017,1,1184,7,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,,,,,,,,,,,
74955,70000-80000,2014,2017,1,213,15,corridor,individual_heating,management_in_trust,11,108,0~5min,5min~10min,1,3,0,Banwoldang,3,1,,,,,,,,,,,
331858,330000-340000,2008,2017,1,914,19,terraced,individual_heating,management_in_trust,197,475,5min~10min,0-5min,6,6,14,Sin-nam,3,1,,,,,,,,,,,
345132,340000-350000,2014,2017,1,914,23,terraced,individual_heating,management_in_trust,90,1174,0~5min,0-5min,10,7,20,Myung-duk,7,1,,,,,,,,,,,
323008,320000-330000,2005,2017,1,1184,6,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,,,,,,,,,,,
451327,450000-460000,2007,2017,1,1643,11,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,14,16,Kyungbuk_uni_hospital,3,1,,,,,,,,,,,
336283,330000-340000,2015,2017,1,839,14,terraced,individual_heating,management_in_trust,102,400,0~5min,5min~10min,6,5,10,Daegu,3,2,,,,,,,,,,,
564601,>=480000,2007,2017,1,1928,33,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,14,16,Kyungbuk_uni_hospital,3,1,,,,,,,,,,,
